unit,time,predicted_RUL
10,69,148.7
10,70,152.54
10,71,161.84
10,72,158.97
10,73,164.36
10,74,158.49
10,75,154.1
10,76,148.13
10,77,146.22
10,78,152.78
10,79,172.54
10,80,161.44
10,81,164.26
10,82,158.34
10,83,145.5
10,84,160.32
10,85,155.73
10,86,157.78
10,87,141.87
10,88,173.78
10,89,161.24
10,90,144.87
10,91,141.83
10,92,149.48
10,93,137.62
10,94,152.94
10,95,146.26
10,96,148.32
10,97,157.31
10,98,145.69
10,99,148.58
10,100,132.74
10,101,127.56
10,102,125.8
10,103,151.41
10,104,161.64
10,105,146.18
10,106,130.58
10,107,146.52
10,108,138.89
10,109,151.88
10,110,133.54
10,111,136.78
10,112,134.98
10,113,140.16
10,114,147.42
10,115,154.38
10,116,157.21
10,117,149.57
10,118,143.4
10,119,167.44
10,120,149.86
10,121,137.9
10,122,142.32
10,123,135.79
10,124,141.86
10,125,146.68
10,126,130.73
10,127,138.08
10,128,130.09
10,129,129.21
10,130,132.34
10,131,137.62
10,132,148.7
10,133,155.04
10,134,135.97
10,135,154.21
10,136,137.01
10,137,128.16
10,138,137.75
10,139,129.51
10,140,137.84
10,141,146.13
10,142,120.11
10,143,152.63
10,144,146.41
10,145,137.33
10,146,122.58
10,147,127.66
10,148,112.21
10,149,155.31
10,150,160.12
10,151,130.25
10,152,117.63
10,153,132.42
10,154,145.87
10,155,145.04
10,156,128.97
10,157,131.77
10,158,141.43
10,159,126.6
10,160,124.33
10,161,141.56
10,162,136.69
10,163,120.51
10,164,129.75
10,165,123.63
10,166,109.34
10,167,125.74
10,168,150.88
10,169,136.32
10,170,132.86
10,171,120.5
10,172,144.3
10,173,125.54
10,174,133.79
10,175,125.22
10,176,132.57
10,177,132.14
10,178,157.29
10,179,152.51
10,180,158.7
10,181,165.23
10,182,156.0
10,183,126.09
10,184,99.83
10,185,117.81
10,186,110.58
10,187,117.41
10,188,108.17
10,189,118.7
10,190,124.61
10,191,134.35
10,192,137.88
11,5,137.69
11,6,148.08
11,7,156.7
11,8,152.25
11,9,144.66
11,10,144.27
11,11,158.61
11,12,151.45
11,13,132.7
11,14,151.17
11,15,152.6
11,16,157.68
11,17,150.26
11,18,154.05
11,19,139.05
11,20,139.21
11,21,125.72
11,22,134.81
11,23,139.04
11,24,128.59
11,25,149.48
11,26,141.9
11,27,128.13
11,28,132.58
11,29,140.05
11,30,142.08
11,31,136.78
11,32,135.83
11,33,142.02
11,34,130.77
11,35,128.93
11,36,136.42
11,37,143.3
11,38,133.37
11,39,129.49
11,40,134.23
11,41,129.98
11,42,128.08
11,43,122.53
11,44,142.41
11,45,139.29
11,46,135.77
11,47,139.32
11,48,133.79
11,49,136.91
11,50,127.44
11,51,131.98
11,52,124.67
11,53,107.29
11,54,101.29
11,55,111.72
11,56,118.22
11,57,113.94
11,58,125.3
11,59,119.11
11,60,121.73
11,61,124.36
11,62,116.28
11,63,112.67
11,64,108.79
11,65,129.58
11,66,128.52
11,67,143.09
11,68,143.67
11,69,143.5
11,70,135.97
11,71,133.32
11,72,120.35
11,73,113.97
11,74,106.67
11,75,98.04
11,76,100.74
11,77,77.78
11,78,96.6
11,79,98.81
11,80,91.5
11,81,81.63
11,82,96.48
11,83,105.86
12,5,175.48
12,6,190.88
12,7,175.75
12,8,198.5
12,9,201.48
12,10,209.82
12,11,200.15
12,12,204.82
12,13,205.62
12,14,192.24
12,15,196.96
12,16,167.87
12,17,195.81
12,18,198.44
12,19,195.2
12,20,187.6
12,21,167.74
12,22,177.71
12,23,159.66
12,24,166.39
12,25,149.35
12,26,161.31
12,27,146.13
12,28,170.41
12,29,162.27
12,30,175.63
12,31,163.5
12,32,178.8
12,33,179.07
12,34,185.91
12,35,178.94
12,36,204.11
12,37,206.43
12,38,194.77
12,39,179.38
12,40,185.28
12,41,175.91
12,42,180.45
12,43,191.75
12,44,189.27
12,45,195.99
12,46,182.96
12,47,192.17
12,48,179.69
12,49,176.99
12,50,173.09
12,51,150.02
12,52,145.48
12,53,157.29
12,54,159.29
12,55,200.97
12,56,201.39
12,57,216.59
12,58,203.57
12,59,189.91
12,60,173.2
12,61,167.08
12,62,184.83
12,63,192.46
12,64,198.72
12,65,189.46
12,66,190.35
12,67,201.21
12,68,181.96
12,69,181.21
12,70,180.65
12,71,171.06
12,72,156.87
12,73,153.98
12,74,151.26
12,75,138.61
12,76,144.91
12,77,148.46
12,78,154.65
12,79,150.07
12,80,152.99
12,81,149.28
12,82,174.13
12,83,159.19
12,84,157.5
12,85,168.64
12,86,156.41
12,87,173.45
12,88,162.7
12,89,158.67
12,90,167.69
12,91,152.62
12,92,144.12
12,93,159.9
12,94,158.82
12,95,139.39
12,96,135.63
12,97,136.43
12,98,136.78
12,99,135.82
12,100,129.96
12,101,137.29
12,102,146.57
12,103,151.22
12,104,137.72
12,105,168.46
12,106,147.03
12,107,157.33
12,108,158.26
12,109,161.56
12,110,179.07
12,111,157.32
12,112,156.77
12,113,171.81
12,114,172.02
12,115,150.56
12,116,144.08
12,117,145.89
12,118,144.81
12,119,166.29
12,120,153.49
12,121,168.55
12,122,171.28
12,123,168.59
12,124,153.54
12,125,154.35
12,126,157.87
12,127,149.7
12,128,151.07
12,129,153.51
12,130,150.62
12,131,148.98
12,132,149.31
12,133,144.14
12,134,151.03
12,135,138.19
12,136,131.59
12,137,135.34
12,138,145.64
12,139,136.01
12,140,144.73
12,141,159.62
12,142,147.06
12,143,131.65
12,144,157.82
12,145,146.16
12,146,129.8
12,147,153.71
12,148,147.72
12,149,142.46
12,150,119.36
12,151,127.19
12,152,126.72
12,153,129.81
12,154,129.96
12,155,135.14
12,156,137.09
12,157,155.5
12,158,162.12
12,159,161.2
12,160,149.63
12,161,141.18
12,162,126.36
12,163,130.17
12,164,147.02
12,165,156.33
12,166,128.24
12,167,154.04
12,168,144.85
12,169,136.81
12,170,131.36
12,171,128.93
12,172,136.68
12,173,145.52
12,174,128.36
12,175,124.04
12,176,141.26
12,177,153.21
12,178,138.48
12,179,150.75
12,180,144.74
12,181,144.4
12,182,143.7
12,183,148.48
12,184,148.24
12,185,153.48
12,186,117.17
12,187,115.93
12,188,125.37
12,189,133.89
12,190,137.93
12,191,153.9
12,192,147.85
12,193,139.07
12,194,128.37
12,195,108.88
12,196,133.76
12,197,129.31
12,198,108.65
12,199,102.57
12,200,112.59
12,201,105.3
12,202,148.71
12,203,142.51
12,204,138.4
12,205,123.48
12,206,104.31
12,207,92.31
12,208,87.06
12,209,95.96
12,210,108.98
12,211,139.74
12,212,123.05
12,213,130.43
12,214,122.44
12,215,122.84
12,216,98.84
12,217,87.74
13,5,190.11
13,6,181.79
13,7,193.22
13,8,169.53
13,9,170.79
13,10,169.92
13,11,167.66
13,12,143.6
13,13,166.39
13,14,167.52
13,15,173.9
13,16,163.97
13,17,171.28
13,18,172.25
13,19,182.96
13,20,186.7
13,21,192.03
13,22,180.23
13,23,178.69
13,24,160.09
13,25,171.02
13,26,178.95
13,27,173.88
13,28,164.06
13,29,176.84
13,30,188.71
13,31,190.67
13,32,194.6
13,33,183.18
13,34,186.83
13,35,187.88
13,36,169.42
13,37,162.97
13,38,152.44
13,39,150.75
13,40,154.08
13,41,144.28
13,42,156.36
13,43,153.77
13,44,160.9
13,45,164.74
13,46,157.58
13,47,147.5
13,48,148.43
13,49,161.59
13,50,159.09
13,51,155.32
13,52,169.18
13,53,172.33
13,54,183.01
13,55,179.64
13,56,200.51
13,57,180.63
13,58,160.42
13,59,153.26
13,60,140.61
13,61,159.68
13,62,166.56
13,63,165.69
13,64,150.5
13,65,157.97
13,66,160.98
13,67,146.14
13,68,149.35
13,69,154.15
13,70,136.88
13,71,152.31
13,72,162.58
13,73,163.31
13,74,148.97
13,75,165.09
13,76,162.12
13,77,169.97
13,78,163.01
13,79,158.32
13,80,167.64
13,81,147.57
13,82,149.88
13,83,143.01
13,84,122.04
13,85,150.72
13,86,139.54
13,87,143.48
13,88,134.7
13,89,139.8
13,90,141.41
13,91,153.92
13,92,146.5
13,93,129.57
13,94,142.86
13,95,146.75
13,96,149.74
13,97,157.93
13,98,163.48
13,99,157.27
13,100,150.34
13,101,151.08
13,102,146.11
13,103,157.07
13,104,134.1
13,105,144.59
13,106,152.04
13,107,162.26
13,108,153.94
13,109,146.65
13,110,139.68
13,111,143.28
13,112,146.01
13,113,125.22
13,114,133.66
13,115,146.65
13,116,156.63
13,117,127.82
13,118,151.39
13,119,130.46
13,120,130.49
13,121,119.18
13,122,119.61
13,123,126.27
13,124,134.2
13,125,125.79
13,126,135.8
13,127,127.22
13,128,149.43
13,129,142.38
13,130,138.41
13,131,142.33
13,132,126.78
13,133,124.04
13,134,118.62
13,135,131.69
13,136,152.91
13,137,133.35
13,138,128.77
13,139,158.91
13,140,157.17
13,141,154.81
13,142,123.4
13,143,130.47
13,144,142.23
13,145,143.32
13,146,130.4
13,147,128.06
13,148,125.0
13,149,122.18
13,150,119.91
13,151,130.66
13,152,124.86
13,153,122.53
13,154,138.59
13,155,124.36
13,156,147.93
13,157,157.65
13,158,125.8
13,159,144.14
13,160,141.93
13,161,162.34
13,162,141.87
13,163,164.49
13,164,137.14
13,165,129.41
13,166,132.64
13,167,127.23
13,168,152.66
13,169,149.93
13,170,130.42
13,171,136.66
13,172,148.5
13,173,137.53
13,174,128.26
13,175,138.79
13,176,121.95
13,177,134.38
13,178,121.52
13,179,134.4
13,180,148.19
13,181,150.16
13,182,143.76
13,183,130.81
13,184,131.51
13,185,134.6
13,186,129.83
13,187,122.39
13,188,122.15
13,189,168.57
13,190,165.82
13,191,141.78
13,192,149.99
13,193,119.18
13,194,120.19
13,195,103.39
14,5,140.66
14,6,151.6
14,7,137.54
14,8,140.41
14,9,136.02
14,10,138.63
14,11,142.43
14,12,139.79
14,13,128.42
14,14,148.82
14,15,137.35
14,16,148.44
14,17,147.05
14,18,137.01
14,19,125.08
14,20,142.15
14,21,126.24
14,22,128.03
14,23,139.71
14,24,144.95
14,25,138.14
14,26,127.58
14,27,130.25
14,28,134.05
14,29,144.04
14,30,131.97
14,31,116.32
14,32,130.59
14,33,113.66
14,34,126.34
14,35,136.88
14,36,133.9
14,37,140.04
14,38,146.7
14,39,149.45
14,40,122.45
14,41,133.47
14,42,119.68
14,43,118.63
14,44,105.04
14,45,104.09
14,46,106.27
15,5,167.12
15,6,166.47
15,7,173.41
15,8,166.12
15,9,182.74
15,10,179.24
15,11,175.73
15,12,164.03
15,13,152.73
15,14,142.99
15,15,173.36
15,16,174.42
15,17,177.15
15,18,175.58
15,19,181.22
15,20,180.91
15,21,153.9
15,22,184.48
15,23,185.6
15,24,174.09
15,25,161.31
15,26,187.33
15,27,189.15
15,28,163.26
15,29,195.62
15,30,182.28
15,31,179.76
15,32,202.29
15,33,174.88
15,34,172.96
15,35,169.19
15,36,158.48
15,37,166.09
15,38,157.01
15,39,151.74
15,40,149.83
15,41,184.61
15,42,157.86
15,43,140.64
15,44,166.91
15,45,171.31
15,46,164.15
15,47,159.4
15,48,161.1
15,49,165.66
15,50,186.85
15,51,173.76
15,52,188.36
15,53,156.08
15,54,155.21
15,55,161.29
15,56,172.65
15,57,169.05
15,58,163.71
15,59,170.83
15,60,161.77
15,61,174.43
15,62,194.92
15,63,174.92
15,64,175.25
15,65,168.47
15,66,166.92
15,67,151.7
15,68,179.46
15,69,153.0
15,70,171.14
15,71,176.18
15,72,180.32
15,73,184.19
15,74,195.09
15,75,185.1
15,76,184.83
16,5,193.69
16,6,170.84
16,7,147.71
16,8,200.66
16,9,197.42
16,10,193.78
16,11,200.57
16,12,206.47
16,13,208.69
16,14,194.23
16,15,198.12
16,16,196.72
16,17,174.34
16,18,177.01
16,19,188.47
16,20,199.11
16,21,201.43
16,22,199.47
16,23,179.29
16,24,197.43
16,25,190.06
16,26,186.56
16,27,184.98
16,28,188.12
16,29,190.39
16,30,183.88
16,31,195.19
16,32,185.76
16,33,179.69
16,34,186.15
16,35,176.49
16,36,179.95
16,37,184.13
16,38,206.04
16,39,168.89
16,40,177.47
16,41,178.8
16,42,168.0
16,43,151.86
16,44,170.41
16,45,171.16
16,46,154.16
16,47,184.05
16,48,177.46
16,49,214.46
16,50,217.11
16,51,196.31
16,52,190.26
16,53,183.85
16,54,185.18
16,55,173.82
16,56,177.43
16,57,178.57
16,58,172.89
16,59,176.23
16,60,194.07
16,61,189.59
16,62,219.24
16,63,221.79
16,64,192.48
16,65,163.37
16,66,161.44
16,67,170.85
16,68,147.52
16,69,165.55
16,70,186.48
16,71,192.03
16,72,181.45
16,73,186.16
16,74,177.04
16,75,193.47
16,76,177.69
16,77,161.21
16,78,166.82
16,79,165.07
16,80,161.87
16,81,166.64
16,82,192.17
16,83,177.29
16,84,160.35
16,85,148.41
16,86,141.31
16,87,146.08
16,88,138.9
16,89,163.52
16,90,162.78
16,91,148.0
16,92,155.08
16,93,144.24
16,94,167.75
16,95,151.65
16,96,172.66
16,97,159.44
16,98,149.54
16,99,143.36
16,100,143.62
16,101,146.76
16,102,135.96
16,103,143.45
16,104,160.54
16,105,130.98
